malaria-deaths-by-age
Entity,Code,Year,Deaths - Malaria - Sex: Both - Age: Under 5 (Number),Deaths - Malaria - Sex: Both - Age: 70+ years (Number),Deaths - Malaria - Sex: Both - Age: 5-14 years (Number),Deaths - Malaria - Sex: Both - Age: 15-49 years (Number),Deaths - Malaria - Sex: Both - Age: 50-69 years (Number)
Afghanistan,AFG,2010,170.99367070539700,32.024283723234400,57.292478827548400,767.3688561231830,53.970003291833000
Afghanistan,AFG,2011,142.3775806867610,29.31503909459870,51.79967943252640,765.7882874033600,54.46008798991240
Afghanistan,AFG,2012,120.23581239539100,27.025765802265800,45.90906722077060,750.4765996503270,54.628931500224700
Afghanistan,AFG,2013,138.95455405985,28.154103260993800,49.878748204749300,818.2682250922260,61.55241041439570
Afghanistan,AFG,2014,135.40060566458600,27.76721548615310,49.128758348335300,849.8613045848400,66.65890202602900
Afghanistan,AFG,2015,138.10769674701100,28.461840564175000,48.7365879065791,883.7624098477370,72.7536218229801
Afghanistan,AFG,2016,135.64614878447400,28.33549472243710,48.798552061908100,889.1552564426740,76.69740498223200
Afghanistan,AFG,2017,138.40054593822300,28.82943155162970,49.58215194919300,919.3763242173040,84.41209219348920
Albania,ALB,1990,0,0,0,0,0
Albania,ALB,1991,0,0,0,0,0
Albania,ALB,1992,0,0,0,0,0
Albania,ALB,1993,0,0,0,0,0
Albania,ALB,1994,0,0,0,0,0
Albania,ALB,1995,0,0,0,0,0
Albania,ALB,1996,0,0,0,0,0
Albania,ALB,1997,0,0,0,0,0
Albania,ALB,1998,0,0,0,0,0
Albania,ALB,1999,0,0,0,0,0
Albania,ALB,2000,0,0,0,0,0
Albania,ALB,2001,0,0,0,0,0
Albania,ALB,2002,0,0,0,0,0
Albania,ALB,2003,0,0,0,0,0
Albania,ALB,2004,0,0,0,0,0
Albania,ALB,2005,0,0,0,0,0
Albania,ALB,2006,0,0,0,0,0
Albania,ALB,2007,0,0,0,0,0
Albania,ALB,2008,0,0,0,0,0
Albania,ALB,2009,0,0,0,0,0
Albania,ALB,2010,0,0,0,0,0
Albania,ALB,2011,0,0,0,0,0
Albania,ALB,2012,0,0,0,0,0
Albania,ALB,2013,0,0,0,0,0
Albania,ALB,2014,0,0,0,0,0
Albania,ALB,2015,0,0,0,0,0
Albania,ALB,2016,0,0,0,0,0
Albania,ALB,2017,0,0,0,0,0
Algeria,DZA,1990,0.14789552684776200,0.48537678896689100,0.0841874405472244,3.3139097479841400,0.38347354834280800
Algeria,DZA,1991,0.14413993460429900,0.5050762385295160,0.0806487762627952,3.465597714741650,0.3896542121483700
Algeria,DZA,1992,0.13189876746105400,0.5239621909787690,0.07863573396809490,3.486494716713170,0.3900163394451560
Algeria,DZA,1993,0.1297697476768660,0.5622084099229470,0.07850488170014910,3.6173317734307800,0.4045502188503190
Algeria,DZA,1994,0.1282019241461270,0.5936213633285990,0.08084670583520410,3.7161383621719100,0.4293498491101430
Algeria,DZA,1995,0.1171251519567430,0.6055753196938120,0.07973971450631220,3.743269470090040,0.43899517743934000
Algeria,DZA,1996,0.11797058023968700,0.6456110776113500,0.08165530381653830,3.907718601213010,0.4609981245105890
Algeria,DZA,1997,0.1192690655686960,0.6795827467575130,0.08526307483352210,4.0271689926785300,0.4784975044955400
Algeria,DZA,1998,0.12324966920226400,0.7367682472477080,0.08540353322994460,4.228181132790030,0.5049642203532250
Algeria,DZA,1999,0.11504672806753500,0.7858762752819850,0.08037964544616990,4.405334750107090,0.5289205341872400
Algeria,DZA,2000,0.10683232644527500,0.8605376008360230,0.07227275847633570,4.601914908985320,0.5529724292166200
Algeria,DZA,2001,0.09909738544786290,0.9411350508955200,0.0664680115428519,4.824066837435260,0.5914030274495870
Algeria,DZA,2002,0.09354018036820700,1.0191388076453600,0.06164540938357580,5.02479655654708,0.629679862065026
Algeria,DZA,2003,0.0896858460903095,1.1135829493548100,0.05473084386840610,5.147156874588010,0.6639325456067700
Algeria,DZA,2004,0.08786257747072980,1.1825868214241000,0.051919218903909600,5.208435794190410,0.6957195485670240
Algeria,DZA,2005,0.0822274072755446,1.2201958671354800,0.04848180626223750,5.169333977380440,0.7163210709655500
Algeria,DZA,2006,0.07664089711627300,1.2540827253582300,0.045173413102672100,5.097699790781660,0.7322361471704900
Algeria,DZA,2007,0.07477798814286400,1.315478146864660,0.043031928527916900,5.113597637089800,0.7554595037134760
Algeria,DZA,2008,0.06514783986032520,1.2987403314693300,0.03891107117098910,4.852267852298550,0.7412628519531090
Algeria,DZA,2009,0.05921350521619910,1.307936062310250,0.035677511985930400,4.663338648968420,0.741003134455585
Algeria,DZA,2010,0.05068753659094600,1.2981258997948600,0.03125663337160840,4.211770150107490,0.7119112554932490
Algeria,DZA,2011,0.048364094506165700,1.308726376918730,0.029115091222145700,4.022571961320480,0.7131917125161560
Algeria,DZA,2012,0.04922962836243240,1.3539897085485100,0.02867809116269210,3.9851046732995300,0.738219190614377
Algeria,DZA,2013,0.045818138073471100,1.29054334659253,0.02834291885151760,3.692115549342950,0.7119078059809000
Algeria,DZA,2014,0.05141567843184030,1.3363702011815900,0.030225794576738500,3.776624535116700,0.7553645931608330
Algeria,DZA,2015,0.053544250629619800,1.3762499775211300,0.03036953242427100,3.8114133396898500,0.7999356344184810
Algeria,DZA,2016,0.05285022719868520,1.3932180302576900,0.029386751842556400,3.739771287993550,0.84563315416145
Algeria,DZA,2017,0.04585316908076170,1.4179480734589600,0.027424822724229100,3.645680153566930,0.8790770706613010
American Samoa,ASM,1990,0,0,0,0,0
American Samoa,ASM,1991,0,0,0,0,0
American Samoa,ASM,1992,0,0,0,0,0
American Samoa,ASM,1993,0,0,0,0,0
American Samoa,ASM,1994,0,0,0,0,0
American Samoa,ASM,1995,0,0,0,0,0
American Samoa,ASM,1996,0,0,0,0,0
American Samoa,ASM,1997,0,0,0,0,0
American Samoa,ASM,1998,0,0,0,0,0
American Samoa,ASM,1999,0,0,0,0,0
American Samoa,ASM,2000,0,0,0,0,0
American Samoa,ASM,2001,0,0,0,0,0
American Samoa,ASM,2002,0,0,0,0,0
American Samoa,ASM,2003,0,0,0,0,0
American Samoa,ASM,2004,0,0,0,0,0
American Samoa,ASM,2005,0,0,0,0,0
American Samoa,ASM,2006,0,0,0,0,0
American Samoa,ASM,2007,0,0,0,0,0
American Samoa,ASM,2008,0,0,0,0,0
American Samoa,ASM,2009,0,0,0,0,0
American Samoa,ASM,2010,0,0,0,0,0
American Samoa,ASM,2011,0,0,0,0,0
American Samoa,ASM,2012,0,0,0,0,0
American Samoa,ASM,2013,0,0,0,0,0
American Samoa,ASM,2014,0,0,0,0,0
American Samoa,ASM,2015,0,0,0,0,0
American Samoa,ASM,2016,0,0,0,0,0
American Samoa,ASM,2017,0,0,0,0,0
Andean Latin America,,1990,39.26411515996260,6.9296667149254,18.14153221360040,39.702802682913100,12.099320275431400
Andean Latin America,,1991,38.89182122701240,7.194191438593530,18.587646739013900,40.95652078147760,12.620919395454200
Andean Latin America,,1992,38.94774574178280,7.629986139438890,18.61264580899670,42.12723707434130,13.20822799376320
Andean Latin America,,1993,36.89654420683120,7.9313647862462100,17.596329296203600,42.230188759799400,13.476249038965600
Andean Latin America,,1994,33.626707929348500,7.877330534168680,16.08888445129350,39.80518803260610,13.106551234611300
Andean Latin America,,1995,32.16113395090930,7.919615152685710,15.604842591482400,37.94316087142750,12.970781734515600
Andean Latin America,,1996,30.233904144158800,7.985454796068170,15.163654448822200,36.223681534235100,12.834794733118500
Andean Latin America,,1997,27.27818441149490,7.81731117590178,14.31466206481820,33.46743245235450,12.171200425147100
Andean Latin America,,1998,24.405179522600400,7.79797254904322,13.667210846837100,32.158334572506100,11.766030916394200
Andean Latin America,,1999,20.25602250053260,7.314643289336230,12.100005450698500,28.875860443086600,10.7110512178375
Andean Latin America,,2000,15.591669635446600,6.487383884838460,9.804214803543100,24.36805352475310,9.100626399747820
Andean Latin America,,2001,11.723365647061500,5.631421594896680,7.64982910310219,19.885835673858000,7.481048427122120
Andean Latin America,,2002,8.775585588088220,5.1925472348336100,5.924810989165,17.315555642936200,6.547008493964790
Andean Latin America,,2003,6.668344191141680,4.938934341391150,4.517188813458780,15.327128731038000,5.875287322608500
Andean Latin America,,2004,5.192403726986300,4.711526619838640,3.4572408532737000,13.680497755664600,5.283940581452070
Andean Latin America,,2005,4.184774654749930,4.503740362368270,2.6756289522377500,12.358154290112600,4.82443361471991
Andean Latin America,,2006,3.5352104001662200,4.3025962985691900,2.127440844781970,11.156727492496100,4.416470673418010
Andean Latin America,,2007,3.088037419016310,4.21689007926865,1.757114646824970,10.374184760719200,4.1506190608252600
Andean Latin America,,2008,2.750802329571840,4.164552192466840,1.5215642062474700,9.901395645135420,4.003201153470190
Andean Latin America,,2009,2.484946193606230,4.168988033044740,1.3556304888570700,9.56193597425872,3.9365299858728200
Andean Latin America,,2010,2.2949154959834600,4.249152205683640,1.2297474464861700,9.333616968395030,3.879660020675510
Andean Latin America,,2011,2.1153849866792500,4.294575557130770,1.1217587121407800,9.037660978877810,3.8148418658506400
Andean Latin America,,2012,1.9231783964125000,4.289621612459580,1.0239660439566200,8.62878449705544,3.7259110882759400
Andean Latin America,,2013,1.7609121286196800,4.2542314731007,0.9303606609604200,8.197239979093730,3.64035182779859
Andean Latin America,,2014,1.6212308654310400,4.198839462876190,0.8573381974333890,7.790823926018560,3.559163179851330
Andean Latin America,,2015,1.4911161875196000,4.160249543443900,0.8066196014716360,7.547856695903890,3.514138333211180
Andean Latin America,,2016,1.4003069548899200,4.280364756922740,0.7832063572766820,7.642091127894790,3.619975664680690
Andean Latin America,,2017,1.356083286684000,4.425652107196810,0.7767631633382100,7.814096954208670,3.7490095320577600
Andorra,AND,1990,0,0,0,0,0
Andorra,AND,1991,0,0,0,0,0
Andorra,AND,1992,0,0,0,0,0
Andorra,AND,1993,0,0,0,0,0
Andorra,AND,1994,0,0,0,0,0
Andorra,AND,1995,0,0,0,0,0
Andorra,AND,1996,0,0,0,0,0
Andorra,AND,1997,0,0,0,0,0
Andorra,AND,1998,0,0,0,0,0
Andorra,AND,1999,0,0,0,0,0
Andorra,AND,2000,0,0,0,0,0
Andorra,AND,2001,0,0,0,0,0
Andorra,AND,2002,0,0,0,0,0
Andorra,AND,2003,0,0,0,0,0
Andorra,AND,2004,0,0,0,0,0
Andorra,AND,2005,0,0,0,0,0
Andorra,AND,2006,0,0,0,0,0
Andorra,AND,2007,0,0,0,0,0
Andorra,AND,2008,0,0,0,0,0
Andorra,AND,2009,0,0,0,0,0
Andorra,AND,2010,0,0,0,0,0
Andorra,AND,2011,0,0,0,0,0
Andorra,AND,2012,0,0,0,0,0
Andorra,AND,2013,0,0,0,0,0
Andorra,AND,2014,0,0,0,0,0
Andorra,AND,2015,0,0,0,0,0
Andorra,AND,2016,0,0,0,0,0
Andorra,AND,2017,0,0,0,0,0
Angola,AGO,1990,3003.319247852660,77.91539532685000,308.51053709357500,504.0744779392010,338.0251282929950
Angola,AGO,1991,3210.31064095584,82.99524476720740,333.55902319473300,538.8542115303690,355.35353211441400
Angola,AGO,1992,3406.9739207878100,89.00925966590310,364.7347547696390,583.5590203715580,376.2353831561270
Angola,AGO,1993,3636.81997010124,96.52519990383120,407.0286441083250,648.1258582903480,402.818429676306
Angola,AGO,1994,3909.4154356511900,105.02604718017000,455.8965047132890,716.9265722565950,431.90317371018200
Angola,AGO,1995,4212.064752182240,114.10833980419200,487.9647150959720,763.8057817702690,458.10659640206700
Angola,AGO,1996,4591.951940550070,123.24273146723100,486.23300233073000,770.0687380732560,478.3467741808410
Angola,AGO,1997,5014.439291850540,135.07852308852800,514.5787704224260,829.4782817105810,511.92777502107000
Angola,AGO,1998,5517.493629522320,152.26500332666000,658.8081034447070,1040.3119491777400,579.3304357076750
Angola,AGO,1999,6057.043709528440,167.3961424046970,690.7937980971690,1099.1473673786500,627.5371316337770
Angola,AGO,2000,6638.135137312050,184.83370512616000,748.6723153405350,1196.0714029273100,694.3563705852480
Angola,AGO,2001,7742.328589785480,213.87590136081600,858.7676862941550,1362.2315642902600,789.6634200501490
Angola,AGO,2002,8710.086669355280,243.04127933444400,954.9093981457350,1528.9198255319600,883.5713774484680
Angola,AGO,2003,9405.92294285226,273.17583287424000,1044.4780612800000,1710.1328858677900,985.1272690393500
Angola,AGO,2004,10503.19253362770,297.1027705089150,1178.3416059229300,1864.4031441728100,1066.9866700481700
Angola,AGO,2005,10588.716675543400,306.1183808956140,1189.2848578064100,1880.2176025050400,1085.4093247677100
Angola,AGO,2006,10021.742579843200,305.82051951023700,1143.4843941898400,1873.362614659620,1085.602210344980
Angola,AGO,2007,9023.496471721340,298.42704535083200,1048.9164570188000,1816.3443990436200,1055.8401106293100
Angola,AGO,2008,7503.4367919590100,286.07775817151400,893.681245720867,1726.798902163760,1013.9665367222200
Angola,AGO,2009,5985.210074545020,265.973358020331,739.7990026401900,1592.5176451114100,944.6213163218870
Angola,AGO,2010,5089.43737335675,252.9149323299000,647.4248850834180,1479.0130751460400,883.0737430881910
Angola,AGO,2011,4303.768125673330,239.09918052269100,567.324912473853,1401.6952488150000,845.9456856867480
Angola,AGO,2012,3753.022974479700,231.2130116465750,516.5150366344490,1349.3050928990700,821.2155198234010
Angola,AGO,2013,3687.460787817950,237.63770568802100,522.2980113285300,1383.343514005430,850.7488697384670
Angola,AGO,2014,3885.5385125175700,256.337007631681,561.1567357908510,1488.3541681656200,924.2765501716790
Angola,AGO,2015,4152.136719697370,277.2854516688060,613.6802251773860,1647.757643372230,1038.025024010930
Angola,AGO,2016,4600.838815833220,303.9441300531360,658.2544000896930,1808.289761287950,1174.7276235492400
Angola,AGO,2017,4469.604174641040,298.0525641472670,650.990698890428,1817.7730027330200,1194.6365659357400
Antigua and Barbuda,ATG,1990,0,0,0,0,0
Antigua and Barbuda,ATG,1991,0,0,0,0,0
Antigua and Barbuda,ATG,1992,0,0,0,0,0
Antigua and Barbuda,ATG,1993,0,0,0,0,0
Antigua and Barbuda,ATG,1994,0,0,0,0,0
Antigua and Barbuda,ATG,1995,0,0,0,0,0
Antigua and Barbuda,ATG,1996,0,0,0,0,0
Antigua and Barbuda,ATG,1997,0,0,0,0,0
Antigua and Barbuda,ATG,1998,0,0,0,0,0
Antigua and Barbuda,ATG,1999,0,0,0,0,0
Antigua and Barbuda,ATG,2000,0,0,0,0,0
Antigua and Barbuda,ATG,2001,0,0,0,0,0
Antigua and Barbuda,ATG,2002,0,0,0,0,0
Antigua and Barbuda,ATG,2003,0,0,0,0,0
Antigua and Barbuda,ATG,2004,0,0,0,0,0
Antigua and Barbuda,ATG,2005,0,0,0,0,0
Antigua and Barbuda,ATG,2006,0,0,0,0,0
Antigua and Barbuda,ATG,2007,0,0,0,0,0
Antigua and Barbuda,ATG,2008,0,0,0,0,0
Antigua and Barbuda,ATG,2009,0,0,0,0,0
Antigua and Barbuda,ATG,2010,0,0,0,0,0
Antigua and Barbuda,ATG,2011,0,0,0,0,0
Antigua and Barbuda,ATG,2012,0,0,0,0,0
Antigua and Barbuda,ATG,2013,0,0,0,0,0
Antigua and Barbuda,ATG,2014,0,0,0,0,0
Antigua and Barbuda,ATG,2015,0,0,0,0,0
Antigua and Barbuda,ATG,2016,0,0,0,0,0
Antigua and Barbuda,ATG,2017,0,0,0,0,0
Argentina,ARG,1990,0.1482211894819410,2.3763595332954600,0.17779577525621900,4.0722435598094400,2.4874102759609800
Argentina,ARG,1991,0.137340054671547,2.244525284578330,0.1684685891006600,3.887364968711610,2.3533907088920900
Argentina,ARG,1992,0.12047333975977200,2.1804645813676000,0.1611124469878240,3.8342597230184500,2.2797870722225500
Argentina,ARG,1993,0.10673312306200600,2.0648652338712400,0.1503836776335470,3.6658662301389900,2.1212262616120700
Argentina,ARG,1994,0.09614858325986450,1.9237766885783800,0.13316667837867300,3.522841453984770,1.9701339031426600
Argentina,ARG,1995,0.0899137227438283,1.8691570344719100,0.11863490151520400,3.319593148633210,1.8629289632992400
Argentina,ARG,1996,0.08592096594105810,1.8238948488292200,0.11430448642390700,3.267999516047180,1.8028156931875700
Argentina,ARG,1997,0.07782705149008050,1.7837134257596200,0.10856845417829400,3.1369054522996000,1.722598378832640
Argentina,ARG,1998,0.0744174397722983,1.7661676734637400,0.10592332185959200,2.965283785035330,1.6306778560227900
Argentina,ARG,1999,0.06351380867154340,1.7491095695495200,0.09706228085379250,2.86444892522601,1.5631303427680600
Argentina,ARG,2000,0.057692294264550900,1.6229279213965800,0.08854122985905610,2.6517877165233400,1.4224092065361400
Argentina,ARG,2001,0.05288068555135750,1.575370145629300,0.08344688513435380,2.545041127703260,1.3575835555585300
Argentina,ARG,2002,0.05289644769196840,1.537757530306280,0.07981579251694710,2.4099998504158900,1.3151838517839200
Argentina,ARG,2003,0.049158458726835300,1.50336039829876,0.07303987798795320,2.1789762946245000,1.2546649955795600
Argentina,ARG,2004,0.042910519888495600,1.3926098625630600,0.0677247784981771,1.9374618132307200,1.1509458990851100
Argentina,ARG,2005,0.037441375133005400,1.3129079735721000,0.0660407927426579,1.83772408491456,1.0849341130626300
Argentina,ARG,2006,0.034393751069135500,1.258465379228430,0.06320950823681710,1.7541209538263200,1.0335710558710100
Argentina,ARG,2007,0.03432667374358220,1.230514835889620,0.05985789720905330,1.729852374328050,1.0186350211203700
Argentina,ARG,2008,0.03229785224279730,1.117427348121030,0.05497104294268680,1.6583241014437000,0.9478439030720470
Argentina,ARG,2009,0.029200217091431100,1.0671494974763800,0.05072251472829630,1.610970669558700,0.9078923542740310
Argentina,ARG,2010,0,0,0,0,0
Argentina,ARG,2011,0,0,0,0,0
Argentina,ARG,2012,0,0,0,0,0
Argentina,ARG,2013,0,0,0,0,0
Argentina,ARG,2014,0,0,0,0,0
Argentina,ARG,2015,0,0,0,0,0
Argentina,ARG,2016,0,0,0,0,0
Argentina,ARG,2017,0,0,0,0,0
Armenia,ARM,1990,0,0,0,0,0
Armenia,ARM,1991,0,0,0,0,0
Armenia,ARM,1992,0,0,0,0,0
Armenia,ARM,1993,0,0,0,0,0
Armenia,ARM,1994,0.013397566169381400,0.1453619061325080,0.01712728914958530,0.47649139243824100,0.2760892202371640
Armenia,ARM,1995,0,0,0,0,0
Armenia,ARM,1996,0.009127624488116320,0.1393809263645140,0.01335257357050460,0.35814234392984200,0.23921333224220900
Armenia,ARM,1997,0.007597681895891100,0.13628484389105500,0.011577336111061000,0.29897199429672600,0.21515056369014500
Armenia,ARM,1998,0.006462656439839530,0.13372272359097300,0.00977183622347214,0.25571163171213400,0.19297717146482500
Armenia,ARM,1999,0.005649709079442660,0.1352380088737270,0.008414061279822150,0.22962331289312100,0.17359772390722700
Armenia,ARM,2000,0.005086648372366050,0.1409917853190770,0.007505399915924790,0.20698222914819200,0.15732527628028900
Armenia,ARM,2001,0.004540486596336050,0.1480939701661190,0.006385619804597440,0.18945473017111900,0.14959133993488100
Armenia,ARM,2002,0.0039150287596859000,0.15199999260411600,0.00585160665448652,0.1702902150255360,0.14121948066406600
Armenia,ARM,2003,0.00333236426250098,0.15474120597260900,0.005363930495179180,0.1625436217954650,0.13309765570242000
Armenia,ARM,2004,0.0030124562094777100,0.15035088267234900,0.0048501176186552600,0.15518372099267300,0.1262448040772790
Armenia,ARM,2005,0.00270891966029045,0.1490027682905490,0.004042168400230030,0.15230111626017700,0.1197122560126540
Armenia,ARM,2006,0,0,0,0,0
Armenia,ARM,2007,0,0,0,0,0
Armenia,ARM,2008,0,0,0,0,0
Armenia,ARM,2009,0,0,0,0,0
Armenia,ARM,2010,0,0,0,0,0
Armenia,ARM,2011,0,0,0,0,0
Armenia,ARM,2012,0,0,0,0,0
Armenia,ARM,2013,0,0,0,0,0
Armenia,ARM,2014,0,0,0,0,0
Armenia,ARM,2015,0,0,0,0,0
Armenia,ARM,2016,0,0,0,0,0
Armenia,ARM,2017,0,0,0,0,0
Australasia,,1990,0,0,0,0,0
Australasia,,1991,0,0,0,0,0
Australasia,,1992,0,0,0,0,0
Australasia,,1993,0,0,0,0,0
Australasia,,1994,0,0,0,0,0
Australasia,,1995,0,0,0,0,0
Australasia,,1996,0,0,0,0,0
Australasia,,1997,0,0,0,0,0
Australasia,,1998,0,0,0,0,0
Australasia,,1999,0,0,0,0,0
Australasia,,2000,0,0,0,0,0
Australasia,,2001,0,0,0,0,0
Australasia,,2002,0,0,0,0,0
Australasia,,2003,0,0,0,0,0
Australasia,,2004,0,0,0,0,0
Australasia,,2005,0,0,0,0,0
Australasia,,2006,0,0,0,0,0
Australasia,,2007,0,0,0,0,0
Australasia,,2008,0,0,0,0,0
Australasia,,2009,0,0,0,0,0
Australasia,,2010,0,0,0,0,0
Australasia,,2011,0,0,0,0,0
Australasia,,2012,0,0,0,0,0
Australasia,,2013,0,0,0,0,0
Australasia,,2014,0,0,0,0,0
Australasia,,2015,0,0,0,0,0
Australasia,,2016,0,0,0,0,0
Australasia,,2017,0,0,0,0,0
Australia,AUS,1990,0,0,0,0,0
Australia,AUS,1991,0,0,0,0,0
Australia,AUS,1992,0,0,0,0,0
Australia,AUS,1993,0,0,0,0,0
Australia,AUS,1994,0,0,0,0,0
Australia,AUS,1995,0,0,0,0,0
Australia,AUS,1996,0,0,0,0,0
Australia,AUS,1997,0,0,0,0,0
Australia,AUS,1998,0,0,0,0,0
Australia,AUS,1999,0,0,0,0,0
Australia,AUS,2000,0,0,0,0,0
Australia,AUS,2001,0,0,0,0,0
Australia,AUS,2002,0,0,0,0,0
Australia,AUS,2003,0,0,0,0,0
Australia,AUS,2004,0,0,0,0,0
Australia,AUS,2005,0,0,0,0,0
Australia,AUS,2006,0,0,0,0,0
Australia,AUS,2007,0,0,0,0,0
Australia,AUS,2008,0,0,0,0,0
Australia,AUS,2009,0,0,0,0,0
Australia,AUS,2010,0,0,0,0,0
Australia,AUS,2011,0,0,0,0,0
Australia,AUS,2012,0,0,0,0,0
Australia,AUS,2013,0,0,0,0,0
Australia,AUS,2014,0,0,0,0,0
Australia,AUS,2015,0,0,0,0,0
Australia,AUS,2016,0,0,0,0,0
Australia,AUS,2017,0,0,0,0,0
Austria,AUT,1990,0,0,0,0,0
Austria,AUT,1991,0,0,0,0,0
Austria,AUT,1992,0,0,0,0,0
Austria,AUT,1993,0,0,0,0,0
Austria,AUT,1994,0,0,0,0,0
Austria,AUT,1995,0,0,0,0,0
Austria,AUT,1996,0,0,0,0,0
Austria,AUT,1997,0,0,0,0,0
Austria,AUT,1998,0,0,0,0,0
Austria,AUT,1999,0,0,0,0,0
Austria,AUT,2000,0,0,0,0,0
Austria,AUT,2001,0,0,0,0,0
Austria,AUT,2002,0,0,0,0,0
Austria,AUT,2003,0,0,0,0,0
Austria,AUT,2004,0,0,0,0,0
Austria,AUT,2005,0,0,0,0,0
Austria,AUT,2006,0,0,0,0,0
Austria,AUT,2007,0,0,0,0,0
Austria,AUT,2008,0,0,0,0,0
Austria,AUT,2009,0,0,0,0,0
Austria,AUT,2010,0,0,0,0,0
Austria,AUT,2011,0,0,0,0,0
Austria,AUT,2012,0,0,0,0,0
Austria,AUT,2013,0,0,0,0,0
Austria,AUT,2014,0,0,0,0,0
Austria,AUT,2015,0,0,0,0,0
Austria,AUT,2016,0,0,0,0,0
Austria,AUT,2017,0,0,0,0,0
Azerbaijan,AZE,1990,0.12683221893368900,0.3066033358316350,0.07490268532383080,1.13074582092795,0.5369043034232440
Azerbaijan,AZE,1991,0.11451128520218600,0.284315494100573,0.07772106682255150,1.3383147492076300,0.5346483850429040
Azerbaijan,AZE,1992,0.10283803414870300,0.27324102782686700,0.07895863758597630,1.8164560665067000,0.5437787497148100
Azerbaijan,AZE,1993,0.0918360035805898,0.26119723405613300,0.0778726474538481,1.8992462504642400,0.5446588633575360
Azerbaijan,AZE,1994,0.0817221252105692,0.25257277954685400,0.08011078035248590,1.834733802552070,0.5340120219524160
Azerbaijan,AZE,1995,0.07207722975883770,0.24557490874313400,0.07980388735868170,1.367386252661800,0.5171918212392390
Azerbaijan,AZE,1996,0.06399703589247080,0.2390421242961930,0.07505993412197100,1.1260201389228400,0.4912436854386420
Azerbaijan,AZE,1997,0.056677204192457600,0.23056260938043800,0.07277304215968740,1.0201667826876600,0.4586129384507480
Azerbaijan,AZE,1998,0.05111268314120510,0.22896828522442600,0.07383915409867330,0.924070202402043,0.4322692191332890
Azerbaijan,AZE,1999,0.04555730656153570,0.23317606546200500,0.07395756399017040,0.8372639855671400,0.4041305910314280
Azerbaijan,AZE,2000,0.03961436709417380,0.24294122398723400,0.07476350395027360,0.7700014658518580,0.3770749368682510
Azerbaijan,AZE,2001,0.03400996378186920,0.2603086583476740,0.07278195148790370,0.7144631218721460,0.35799684439728700
Azerbaijan,AZE,2002,0.03080577106136880,0.2753495128761550,0.06595617945831130,0.6787273586805930,0.3448329811414010
Azerbaijan,AZE,2003,0.028718973997794800,0.28325098609246400,0.05812929995689120,0.6549920560419510,0.3301609316952220
Azerbaijan,AZE,2004,0.02714668626063900,0.28467088537663800,0.05305535781068620,0.6327767419613550,0.31111739922053200
Azerbaijan,AZE,2005,0.025195321756902000,0.2865843622564180,0.051379844201258000,0.6289029472301920,0.2968364576482920
Azerbaijan,AZE,2006,0.02357500843628760,0.28592816641735300,0.03681856805891770,0.5985864140467660,0.2773079903242060
